-3 0 10.1.6.2
f77b273496f39a5f6b38091c3cb0c1ae0f0b00a5 0.081345 10
0aea2d2253dd819a8bb40a796e57ee492316e513 0.084311 -1
abbcf3da6a1ae8ff2e54ca14e0bce7b51cc2cf27 0.084582 -1
d1347e5c94956039f73b9062d01693105df245ea 0.085026 -1
27ae358bc954ae351ef7864635c463ad597eee1d 0.087502 -1
4656b8be9b9d547eab4919e332e7974ba41c7b64 0.087652 -1
590fcf92fcbfa4c3c73b13098542504062c415cb 0.091513 -1
1c623be8eb857ba6fb78149e3533265dabe2b613 0.093913 -1
3bd96bcfd585552dcdae228bf91027ea3eb858c3 0.096431 -1
66ac1c6bb48d0bc525e209e2d260b1039a1d2fed 0.096566 -1
2da27990bbbe48c28f61363ef26d5be832c147a3 0.100925 -1
b579164976a71d289cd716e5cbb0233c914528ac 0.101669 -1
5c3a8547811b371ae6b35a24f3620c88ba76b4f3 0.101911 -1
50f9dcd188e6fede830a7975842e8b5b42ab6081 0.103975 -1
12cdbd25a9edbbc1d3b1abcc0a8c8a3a3eb908fd 0.107897 -1
ef0f666d6696c352b84b4e522e00dde0ad489db9 0.108709 -1
5d95a6f5f50d0601b8b1d25aa704fde3c3c7f06e 0.108961 -1
8ee99e5e22be746695c022d4f2735ea16206378f 0.109141 -1
4734181b65dbd97e624d9a8002cc2fa9b76363d9 0.110918 -1
c43edf82d9b4bb46570bb80d736498eb0da98b37 0.111169 -1
04855c040a78d4d1e4816a838357c9f30b975ad8 0.111390 -1
0453748841f51ef8a29c1b7c49ee44dafd76b8c0 0.111521 -1
88860dee88e86fce55e66d0b34f8f862f597fc4d 0.115958 -1
17d4ac4c89f9767d1526d59af2ac3c9d7d50086b 0.118809 -1
d096da5034464442bd4bc0abf5c188308b13e298 0.122841 -1
3945f1e20e706943b422c6c98d4b429aa861ba0a 0.123689 -1
916d419bcd2da8478ad4f1a514e94a2fad7f7fc7 0.123856 -1
f74de78f880a9769698f10fd255938ac0e8c00db 0.125673 -1
3e6acfe45fcd93454ca1bcb5d402a9eace1a8c2a 0.125926 -1
a3d1b8df0d7df2b9f5d2c582a94d2855bda16aea 0.128498 -1
55bd2082cf95afce5a90de917019d79f8565fb21 0.131195 -1
244f65e3ac833f6e38761a6e98391e01b0465e02 0.131475 -1
d5f85e84c94a1d3f564d44a69d500baade3659ee 0.135862 -1
d54f7e425292bae75b4ca4ac0a2ff28ba4b4af2e 0.136520 -1
a1ac3b82a87430ca08154b07cb001e30c7ce479e 0.136743 -1
5fb708a63e0c499ccd1dddcbefcde6568196a886 0.136914 -1
d813a35132255fcff6f36ffc0630e799d74b305e 0.139033 -1
0003eea4fa2fe5f4167d7f86714a847cecd5769a 0.139297 -1
94c7d24a22a5d337e7cb70e110706989a0b428c2 0.142479 -1
45a7e98d85f9963ed1a771b4aee5f51a90add41f 0.142744 -1
7d9d2e5a98fb80b03a5e284d4c5680c6ff0b0e58 0.144937 -1
f199b63dd864f927f9955629bec2ed52f0bcd3a5 0.145199 -1
3d8dff957b071b61bdd7899942a5d02b8e2b8311 0.145485 -1
d18dc23b3ffba5ace12457511d5b848ae1e624e0 0.149598 -1
1cab447ea9df3d81446a0d55717a9930e5c825a9 0.150240 -1
e08c2a5647540b9415d172b7b50c70d5d752f53b 0.152748 -1
5ff7d92e320093b1335fbc1daea62ed79aa70981 0.153901 10
35c60a13b29fa24989098083b037366a52f9f8ba 0.156695 -1
8787f8b135fbae5e99dfbaa6ea0a9a881f35256e 0.157430 -1
84447f8412c50bfd19ee804dd88b29a8217f15bb 0.159631 -1
f9608460ceabec7976d048bc7ce8e9d0f59a496d 0.159832 -1
e39bc0a01e435427bc98e804897b8a84fd2a4225 0.160089 -1
972617efc4cfaf9406b75a815404a16abb29c417 0.160247 -1
51fe63114ff9f9ee1e37511a47223c2de2b94c9f 0.162937 -1
01afc664536d7414977c39f018159420ebf63678 0.163145 -1
4644592b61535aa66236633385179466ac7b7f41 0.165432 -1
968d7f0a311b3a32131611c16cec24579d84ec66 0.165621 -1
cfc638d4158e8dc471ef752312231b4f09f501d0 0.168911 -1
c3d184e88c369270740d4e5fa48ff23f93129238 0.169972 -1
82e2160d6ccc90dd3b7689150f94e3fbd3756af8 0.172490 -1
72b2619e33f4e733b832dbcba8fcaba1ccfbdffd 0.172641 -1
6174ce369031aa92a3b00b391da99152ee3f381d 0.175234 -1
19347d25da3b447bebd7263630174301a1a99dcd 0.175388 -1
473ce6d6929e2085ff23e3cdae6cae1aaf5d2592 0.175602 -1
cb1892bc17e67f58054ddf6dab2cf112beba4c96 0.175738 -1
fff5d1856c93d735257d78194dfae5414af098a1 0.177992 -1
6b990fe1f3704fd357f0c6e12787b8f29f205710 0.178263 -1
d87664e388b286a3c250c3da5bec387529e561b8 0.178586 -1
ee57d703579a30c58b67e52341bb68164b8c6493 0.182717 -1
766b40c80646101c4426c897e4c0ad7d63df5441 0.183435 -1
affda10f503e244d64b8f790d55e93ec7a2f6720 0.185725 -1
0e662eb26892b28e8f5c700692ee72fcbc9e437a 0.186066 -1
f5ed35a4251d6ba330f37279c6adab055f27cb1f 0.186228 -1
6fd33d7bffe4d193947fcbd725662d5c0eb40310 0.189655 -1
c592cba66c8d47bca00f751a4dc89c02d99d58b0 0.189926 -1
0f24d300f69149b04f6d89699a7791ebbaa55407 0.190197 -1
8ba4e16026f5c8494ed829b982895ccbcc050965 0.192555 -1
d952ba3921ed935e7618138e18c16a911a6f8b75 0.196890 -1
de4ab5d0f86efaf037c67d15e120198bdc9bb41f 0.197449 -1
48e8d0ab5b205845007f08542a678d3e9877849b 0.197759 -1
b86344237702553ed22fa4946217c0451979e3a0 0.200077 -1
7ced23d99abcfca26a49678b026252c58d6500b7 0.202847 -1
d7c569470e0c036861ec2d5da37e254962393d8f 0.206563 -1
777b740b342d34c862f01de5aa005310708db6f9 0.206735 -1
a2d7abf458673031687534a28a238b1267ec0801 0.207085 -1
ecfda70cb14932bd5e013d5fb78a3dc5fdd1472d 0.210584 -1
a4ae76bc6a4077b6e4c2db6fd63869c62f834b42 0.212781 -1
0cc656625df26fa4d1e4eb6dd42c41aeda162aef 0.216128 -1
5c8ae6e1df9eda19d6a7a6a7190f0aa372f8e175 0.217167 -1
f98aa4cf7462bcd935379a419841a78a7e93ccb9 0.217351 -1
1cae6852050ecc4c370c8efe9d8299a1e5b6b63a 0.219100 -1
99ba48e3060e300a7cc06e434a6e7d0c1632e199 0.219401 -1
d9c43ee57d2b6a4d7796deee8093507c774d4436 0.219721 -1
809f6cc66e2e6e8c589cba534172b3c92c2bef8b 0.223772 -1
27cdaea3525d477181aaed3f2c3c1e6bf48d9ede 0.224241 -1
356520df44053288ef93cdf8a4903373f4ebbddb 0.226317 -1
f070d195fe44768803a86864d1e18133ff7bb820 0.226787 -1
365c5cd19c30be16cdbb5e0de85f95398680ff5d 0.230954 -1
50e84de64251c010d0197300a66b45c371d2b757 0.233350 -1
e9502561003d4b6f71500d9f564226fee1bd55cf 0.233616 -1
a265a7fc7e3707a44531aae4ea23fa28ac859e92 0.236329 -1
2804194e94d56cdbf11bd8d80d956c672e8cdbfb 0.236658 -1
35addc05536e7ca33e3958189f4ac3efd9bd962d 0.239570 -1
edda42c968b72bcd259e9e61d6affaf3d1daba49 0.240184 -1
1ec63be8990f79bd2fe0622564cc25602f04bcb0 0.242685 -1
a8b5b4d1dc0345e4b231f2dcc4d5e6795284391c 0.246933 -1
e63fad5463fc909c7b591cc9a7363e28f90b8c2e 0.249306 -1
f5bab8e4bb141b1188206441ee358192a779a109 0.251918 -1
7da0f0af4c342dfde44f805db7dc40761166084a 0.252131 -1
7bc0e6df7730a2eebdc152ecfc790547e4b35751 0.252344 -1
0faa7f9b1015600bab5f76276c98adbd7d751b02 0.256258 -1
3d1aab6781114a21f5a26d426a731ed5f55ee164 0.257029 -1
0816d562562b61cac0f047fb21829da508d21404 0.257240 -1
917fb2ff8e8bf8883a7aa21138d7fafaaa848eaa 0.259242 -1
3c567eb5be6acc5b5eb8da04f729ac18c08488b3 0.259533 -1
6c4c25da7b288408d6adb21e45f291f84e52563d 0.263032 -1
936e341d17b30f6ce906bb8b3c967672d285834c 0.263689 -1
60d8de13a7a130c3c7c5aa4aa6137cd67907b107 0.263902 -1
9c31f23b0c4df857ba8093c938c00b101765a7e6 0.265957 -1
d7a5bb8ba17fcad7d8a6cf63cf0028ad08d99e5b 0.268564 -1
cc400d1769ca42137a392183f0e0ae9659226733 0.268747 -1
048e4525c36bda4eb1cd0fabcef7166ad2c12328 0.271431 -1
3ffcb5c609b4d3e2ebe6863ab1b4e696895d91ac 0.271813 -1
c68c27711d9f8a85da17d8f5cde995bebe42e42f 0.275309 -1
0d866ee3a52627125dcc3e617e656f88913a4406 0.276172 -1
58ec878bd1ae6b3d65c8f5b0156c2e1fefdc7d56 0.277887 -1
22c2ab65cf87e72e214da9cda5d1283b90f85659 0.278046 -1
54d7bc27a0df426cebb3fe3b15b4c445c49f6490 0.278404 -1
8bf29d82ec28b0d086f7a46806b7c2b87cfcba48 0.281947 -1
07f1556a2cb43608b9425ca12c22d99f56a3bfd2 0.282484 -1
4fbc2af23278bb8e963c65b8c92d357d4077213c 0.295868 10
3e36f8649c037c95cd7e44a5d05550b6e2e1ba50 0.674032 10
c3ceb1953212dcbf2ed9c61065d9ad02ae75525c 0.834656 10
2037bb28b6cbb2436da2fa437efa97e8898ab101 1.262668 10
ed68e7602248caa455094e01a329630260b0f30b 1.708485 10
2e8288b33e2b5a038afae10a49c43874f1ddfae0 1.927234 10
94ece366f2dc32d42aa8392c23891a979b47e1d6 2.055895 10
ac15cbddd398269eef00e5cfc36b70adbd7eeea6 2.371131 10
ac2e718ba088016602f3c06be6afce8c26fb7e22 2.456972 10
713dd166ba2414ed7b6d16f00bcba65d0fcb817e 2.770884 10
f185a2e1f9bf700f620af647f00d9ee22eb71f56 2.844819 10
17d3eafd5c0a33df99625dbd6aff5bb08f8fabb1 2.858530 10
c328d2f1230861d144c56c0504eb84f631d114ca 3.053505 10
66eedc627bdbb0bbc0bcb023fe004792affe5932 3.215204 10
cac03bceb120637d2711498518d676d242352743 3.422829 8
3efdf890db1483db5e686ca7270b7a6246c2354d 3.610060 10
15c7ec72dbc7be58be23444eed3f45de910b1544 3.820446 3
78c1b975c9db482e5d86238222257a344872c695 3.910422 10
e9333f10a5b42664f73276ed50852ddf08ed9ebd 4.745183 10
03acdf1ea8c5108dc5a0ddce7d9e29900995a5af 4.745941 10
4a0521436be7369566d31ebd41bdeb8a3cc6216f 4.746066 10
8c5b0445bbb8df98b4755dd8bc95866b01889f8d 5.287467 8
91182e2a0a3aa97ed03c1fdea8144e45b10eac19 5.508004 0
5f0d0eb32defeb5fbc77811486615cba15bddd14 5.529244 0
ab47fc76a31980518a57fff09eb9b001ac633137 6.132500 10
187ce3410863cff607f3995cd5b8c53f482b1daa 6.426911 6
8790ff8036574f296804411a53b738d3f9a9ea5e 6.453195 0
7ce1f1128632d71e4152905eb6bdc9e0ba645649 6.913717 6
75e8607c8d4aa4c55babaf096b483661447ed797 7.032400 4
91177951c833b9e3ef2938c710d63c20ed282e17 7.196965 10
109e31f207aa926a04603b3a5651baa4a9ea0f98 7.353082 6
f8a162c8334a69f72f82be68be65870dfb295930 7.369041 0
cc0b82d6dd32cbb6f7def690b08c6b2cc5823e50 7.631437 10
1d58b538d46a05db08abb93d2234666aa98df96e 7.988521 8
a3d0c5fa2fe859ce60d5d0af8f381a3a2da7d0fa 8.070086 6
295acb75daac5c3ba19d4d893acbc7d53be809e3 8.944238 6
ac194896ed1e8109979a21b6a050883a3189613c 8.944644 6
128bcdd923640d0fccf90f5349753bab1b3ad3d3 8.944819 6
33aef01956c3a8faf054e5cc8a84dc97586ad5b7 9.022165 6
d484db3cde4dfec4742e6fee02f8fdabafc26ee0 9.022395 6
8114f774dccc29e2de4b26b812a30bfbe7e5dba0 9.144204 10
25f1403719599247d5986126ec709eda85e2e8ad 9.331034 10
0de68a6ed881aeef8654929a719aefa2f621c164 9.619223 4
218e85b59956e87b0206e366006573f14cc1c78d 9.913522 0
eae9a5717c801376da5f73d1f5bba38d867048f2 10.125276 6
193fe53ae3866b55f6445762d08d682bac41e00b 10.151431 10
7e1638370984ca89403747a76df33d2f6485570e 10.265406 6
1d41143eb90c27bd05b8a78fd75f81f0d38058fc 10.391877 10
3ea21f237a4b1f09725d304d7ffe683c1eb05b5b 10.739492 4
1ab87f8a38f54a5cedf8644b24191d6a2ddf39cf 10.832462 10
cccfaca541b63fecfc7ab48bf64b3e4935281c35 11.277997 6
abeadd346d82ff26e240d8eddb39dc1ca3cf754b 11.297249 3
0e35c73652e11f8a02f4cd2c2f1301cad286b2f1 11.347230 6
f65718793659af06ab5207976a92f85b89a78ea7 11.518458 0
49d047b89bd585990cf1b9ba0e4e0bf97044f168 12.040802 10
d8607ed9e28a8f65d7d76b358655b215d2ed9b7c 12.228636 2
7887b38b6d8e3ba8fa7182b78a1772e76d691022 12.349338 1
55a966af213ab3f310a5bfd3238d230068bb99fe 12.522805 0
957fddaeb9b77d8e9090a9ddcfe992f9ecb922f1 12.535264 3
63dd0f4e55e47bd59a44771be64d2d95c32ce8e7 12.606712 8
f8c668bf8c08bcf6e7db061c9f2453a8ac8ffc82 12.661700 2
66d5827febeb377596c71fdb732c375355a5bdfd 12.732191 7
02b8dafc6b34a63e4a0f6b2cfd123063bab0fcfa 13.644093 0
e6793aa0823bd540d21d0d9485fee66d27c54163 13.669351 4
aed43fd07d3b139662c780a906b965ebeb89fb76 13.721775 10
e52753c7bf88f7d56ad96dff0f54eaf10ea26c18 13.851784 1
3c353ee933dcd8510a40d549a1d649413773209e 13.876484 10
2c264c2738f362436920d9ef59be4cef7ca648eb 13.964969 6
2661b56e594be392f307754e0692a1f8e6a81da4 14.273382 3
3ec128102be7bb8985460d7e97bbbf08e0094bbe 14.424764 6
c48b3b0499e7bb1c942372be093a7be44bb5e447 14.442762 1
66a09797b924b9d51a3ee159d56c77f0779ff615 14.484552 10
58c0726f32e142700b4a038a58a5ec6442d779f5 14.672940 8
2674a02f21c469eb30db3610bf836fea8dfc57c8 14.763437 0
109b274fca5024bdbbbbda9ce4f0193a61eb952f 15.305171 9
5c231d73a431aa52420fc87a31ef6a7d877b59f7 15.676326 0
b8b65e91d6624cfb5ea1f5fc0a719c9ad8ba68e8 15.795763 3
f5a8b45a46f9777c419ee92df1d700cd4417e7b8 15.854756 4
362038b1e6d5123787330623385dad1a6d90c958 15.890595 10
8c469e793a2c7b5f2f545bfdf4cbd0fe5b610ef6 16.100865 3
78b4c4b87c2b4c98abac92ec9c24398a51b5de3a 16.511271 10
9a86bd096b696324211a1850c1d665bc00c6ce9c 16.527431 10
1e90531b742ed66112f8e36c28717e810c7e0b9a 16.535987 6
9d79beb83dc29662ab20ec5a12447e17cf04325e 16.655188 2
65e95d8f53b1a92238756bc102d1712e6c64038a 17.119032 10
d046182cf5318984fd028abcf7acd0a66f79cc5d 17.167936 10
011ea0da1d37624580460007f9390d9e4afea0c1 17.265395 4
1e1a7247f83c564c873ec184235ee83163df6862 17.268944 3
5ba548bd828a408a05a1f4eb0ac644543bdb78fc 17.477357 10
963d67b83a0a27dfb0bce11febaaf61c85720da4 17.485331 8
262d9bd391246666135f05750fee21bd3c55e6d4 17.590540 6
922a4315b9e9e953073dea8a45fe30de60f3b347 17.656250 10
7599a19e7b7aae2a5f2dcae3e2ccee666d7e7010 17.909883 6
16bb51a654cd6aa57e1c9e564fdedaea859aae75 18.176295 8
29e6390be79e062652d4ddfb8f0425e17ba794db 18.492504 10
b53ed549e175445956b54d9359d3df64b0e346e4 18.647465 0
db56c9462c0ecfd912e71b4de0de9cf1d2a1e6e1 18.782893 1
c169e770d5aebc34da9533369ed501c22b284274 18.868322 10
f2d1dd651b9a706b242184b64c557de820cae9a7 18.919496 7
ca087bd4ffad4397c0eea28ddf4e8a272c80e963 19.419611 10
5b613fc5a9c17d183ed022472d5c3038f6868bc0 19.436610 9
475587f47a6085a4f99efbaaa18219a6d265e464 19.604783 4
ce9b15adc92072b0147710e312d16ac9b9cf1de1 19.828425 10
3c319e11163922a6360cfde2f5e474b0e16c1163 20.086390 3
445647f26c42372c736497e6a123270d823d55df 20.246549 2
93875d377abd78d9bb0c323356f0fc8a7af8c466 20.344255 10
8392a9267108102c47c50248a4d554e17152d4bb 20.583725 0
89d64bab26220161634c126f57bc379441730aa7 20.686561 6
c7882c9a0a6d73de035bdcaabcc01d466e6c71e7 20.729324 10
7bc33f543f1844caaa22d177504cba7fa23d0d9e 20.795250 10
a48b4ceb37f0ecc5204d4ee946aa8972a69b03f4 21.027593 7
610995bc6f127083e469732715cfd13d2fbedd27 21.187635 6
b5f5e0aae6d9aeff575b198c116fbac6627d146c 21.222582 6
ae6e16fe395facfdd67cb3786c9652d0d67a13d6 21.321332 0
0ee4130a3d6cdd1ffad95827a50ab390ed690cf5 21.379023 0
5e89b541fcd5b8f736dfe7e1d464a785cd5ce0aa 21.468261 1
ce2189359bd5c3324d2d03102798405ab3aff104 21.673237 10
806a6621c4ea9924e3082f83a40e1cb749f6eef1 21.777380 6
76b799c611f483e58da45148904af9a1c9835285 22.010805 10
29836c6127917c912826bc28885d62213c715b15 22.832034 10
63fa262644d36461b811213b2b71c25760070c9c 22.987001 4
6a1a2209302ad4337038dee79e6ee40d5e35aca7 23.118939 2
45f56c1f4a82d2aea9b48ef9cb788fbf3ad6b8fa 23.186368 9
00bd04fb6e8c2638e294b609c5a3898d780c3d4f 23.518999 10
b95c62f7177afc9b4b26215c1e279791362dc462 23.593904 4
e4d23b7881e74bdfaf09c3a1cb773760e981d07a 23.836849 10
319cb92bc4cf2420bd19476be5e6f55312afd2ed 24.081491 0
1e8e898e4df860781023bfd5c7deb1b027d5ee86 24.352930 10
f0532605000c0bd3630c9117dc3b1db329ba651d 24.501826 4
3b7feff9bfd3a9b6cdb7a4fd7eca0cbee63bbb48 24.743498 2
19a12e0c262dd519574d7bb3b7ed69f9154ed4fe 24.916330 7
77c5931e1febbeb8e2228d834a63d3b410dfeeba 24.925708 0
e0a468aa111c18d73d3a6d7cd7657303cd9b421b 24.941893 4
42249c8fa70fb5ce2cbc1334308c290844f357c4 24.958358 4
be9c95ce29ae457c2f5195ecbdfde15f14afaf2e 25.110078 0
571c4998f3dc6d0e8141d4aa00b34ccaa3e5f000 25.397461 4
83dfdf03ad177b58f4b719c4ae0d5f60b1c23073 25.869849 1
ddbfb6fb4294b1cbca6c78cb248babaafdf79104 25.879803 2
9a2b8f41a4685ac8e7a52d18ea8aa4d273f85996 26.196381 10
538d3eae8b5a67d815719cec30a69d23b3a10e37 26.461561 1
11a6f61f2700e819465ac28363c8f1f6cc7d7cd1 26.747007 4
33391d75e6a4102fc50e40e51a37fe1685ac5a3a 26.923147 10
af64cac69518e1739897da0e82300de9bb9c38dd 27.251722 9
71a14d64f80c7f087a4602c9d2df1982a8ec6069 27.337460 9
f1292275cac9a2bbae67edf61a57fc221d9b5cfb 27.512907 7
6010d616ca4f92775c78905aa91bff496d77c7d8 27.655835 6
48ac1b84152ed34e2eda855f9fafc3a8c53725af 27.698840 10
f9230b0cb6a900378df7f5d55a7bc2e8f6c5499b 27.758011 3
60fdd3252643b2c499027a08566e8f4bca27b208 27.893748 6
ccc3821252521a8ba92b8132196fced167cff0f8 28.101164 10
27059c621f9e1f08de22bf6a10d49cb20673446e 28.253341 6
49abb6f5271e60cc066e51c92cb08b6a69e833aa 28.453001 6
ef7b29a94b006393333f166842f2616e0dffe21f 28.478763 7
bd8bf9076cbf1359ac0c2af7d970ae42849e093f 28.511341 2
8ef0037075fdb5eac7c61300e9835c553e94d0e7 28.530022 4
93d428a57e2f2b654373a291b565944ec161735b 28.561205 0
b49bc3b257ae2a15d1db6c07fbe1d3aa6b2273fd 28.564761 9
278c5bca66bbc29d87b93fc753ccd6472da504bb 28.583947 6
7ef72d45493cdb968cb842398fed505c12b056c8 28.780663 3
64bdbc36930e2b2bf390b48ba9e49c87b937c030 28.867627 10
021fab279eb5e57ecff96840fe2a6081b88ffecb 28.940320 2
17787bd01ffe6157dc88cdbf1c6ad78bf44ae63f 29.020772 2
228aed34486b371e793125f9ecd381cf052a8fe8 29.058997 0
d0ca6f1f40270053b3b318ea2a6a69dacf6443d6 29.373898 3
3eec3fd4fbe57cdf1e10bcdefa8676d0834abac9 29.432231 1
d641bf498e53372710473ccab1132f0a0ab103e9 29.577358 4
7ce8069ecaa2d2f9f5d229d85077799cc310decc 29.643295 2
04b758f5469d1ba09f73a5fefc26c05b13852b04 29.704275 10
1c95bc8b5ea978c8f379e92de933d9c477a098c9 29.968401 10
c2325bfb4d62ba72c63dc2d49485456c395fd937 29.976450 7
4bbe8631bed3c53e23e63f517aae842ea15a2783 30.310951 6
5bd0a4f44d3aad2955f6f84a49b69f97dc4bf1d1 31.043000 6
202ae2c9e5703b17c5824e5a811312894b90a492 31.101507 2
e2c42ff09ea06f0b15dd47654c1ac58920879257 31.185706 4
20e846a52b66c08f6cf1d68628c83e3189e24cea 31.248721 3
f3aab742812a72c98c6d02ae991984369c2af60c 31.265704 7
d22202861982d5dd87635ff569c868bb22e3c0db 31.622271 8
89f148ebc1dc8521332ff83987021f3575b71bb8 31.740000 6
d7f66786c8deaaa5d79bcb836b8251b6324f6225 31.837660 6
efeeb530159b695618b4705015a177e84e421702 32.438971 9
868f1bf4786f4cc2acd2a04f1a68b2761d0283d8 32.626227 0
9574ef6110963e4f00c0e560930ba13d57b7c9aa 32.763836 9
3981b49e0d53455f66b9aed094a55471c6f86007 33.642211 1
7be924b8be7d86e08a1b94b1f820d341305f5462 34.118534 2
a86a7e95b837575bcea0c4dc4d934c58fbf3b7f4 34.168010 1
