3 3 10.1.2.2
8ef0037075fdb5eac7c61300e9835c553e94d0e7 30.374659 2
c7882c9a0a6d73de035bdcaabcc01d466e6c71e7 30.510681 7
48ac1b84152ed34e2eda855f9fafc3a8c53725af 31.235591 6
c169e770d5aebc34da9533369ed501c22b284274 31.260150 2
b5f5e0aae6d9aeff575b198c116fbac6627d146c 31.266969 6
aed43fd07d3b139662c780a906b965ebeb89fb76 31.577419 5
ef7b29a94b006393333f166842f2616e0dffe21f 31.651500 7
ccc3821252521a8ba92b8132196fced167cff0f8 31.719543 2
021fab279eb5e57ecff96840fe2a6081b88ffecb 31.783863 2
2674a02f21c469eb30db3610bf836fea8dfc57c8 31.891562 9
17787bd01ffe6157dc88cdbf1c6ad78bf44ae63f 31.965203 2
00bd04fb6e8c2638e294b609c5a3898d780c3d4f 32.418809 6
93d428a57e2f2b654373a291b565944ec161735b 32.518181 0
66d5827febeb377596c71fdb732c375355a5bdfd 32.592457 2
262d9bd391246666135f05750fee21bd3c55e6d4 32.706175 5
9a2b8f41a4685ac8e7a52d18ea8aa4d273f85996 33.080389 8
e0a468aa111c18d73d3a6d7cd7657303cd9b421b 33.134903 9
63fa262644d36461b811213b2b71c25760070c9c 33.859551 2
77c5931e1febbeb8e2228d834a63d3b410dfeeba 33.969700 10
f3aab742812a72c98c6d02ae991984369c2af60c 34.160347 7
64bdbc36930e2b2bf390b48ba9e49c87b937c030 34.724789 4
202ae2c9e5703b17c5824e5a811312894b90a492 35.176934 9
109b274fca5024bdbbbbda9ce4f0193a61eb952f 35.291336 9
55a966af213ab3f310a5bfd3238d230068bb99fe 35.374800 5
20e846a52b66c08f6cf1d68628c83e3189e24cea 35.392210 8
