3 3 10.1.2.2
9bbb10c6de20e7ea6324f2192b0b5a3af70a936b 0.053513 -1
7bc29f6603a74123a4020d09a2d034fffb54aea0 0.056301 -1
7aa9642555cbf45d6528f55b60fdc987dab9696b 0.062658 -1
55da0121f293c498e906638c6b3a4add5f31a7c5 0.064532 -1
39c25a55216c24358533eeee95b4479aa01bb69d 0.081558 -1
b6222f6150c6874790eea80069abb8cf22c6c666 0.083563 -1
31950da3f5c254089656d012452770aa30fdef0a 0.084309 -1
6b79da2c4c2aee5f29e0b19bb403f3b8cd73aa77 0.085553 -1
b3e7067d8ad9fd30ed7f6f4722f65d96d8d3fe8b 0.093507 -1
3b45be1ed1d04e96bbaba0ec39afc506f847d8a6 0.108063 -1
c116539eeeecc189dcb11f2395e10668885d9f36 0.110014 -1
7ad73596bb46a5e3aa61e3e1b20644e73048cb86 0.118323 -1
94ea088f8e41b531f67e24d427ebff08a7b0ffe4 0.135774 -1
16cf53d526f40cf57b05f72216222fca2dc30283 0.142679 -1
2f1c8a1534aaceb50a450bf39fad772d98ea7ab3 0.143795 -1
b58bd98c8cba9619f2a25eb602a699da9a195160 0.144683 -1
346382b1d84805e277563e9485f4e9bd0fbed064 0.146070 -1
25a3f9db2549386882c44d1c0955f3adf3df95f0 0.168545 -1
1a28e25d0eb330329c4ff6b4d9e623381bc30c4e 0.170471 -1
5d700596db78c8557872fc0691d20a2a58521f5d 0.177344 -1
1ad2f566a64fd01572a056951da193d8a083497d 0.178155 -1
5ffc89395dfbe2bb51f7383b6ffe88055b17e4b6 0.179130 -1
1baf118071e97c06de05fc9aa586a0d408e55a0a 0.195609 -1
3d69dc666b1aa28bac254254cafab934fc65db3e 0.203549 -1
9bd7de9d5848148eed37266424221f79e784281f 0.204914 -1
173d5ff06005a5c308c384e11a3fce39ccd132fd 0.224684 -1
cefd728d8ca58481c42c6bf12788e24a00cef828 0.227761 -1
74641a4353471e539f1edd275e98f95626badd47 0.228554 -1
8861762f2ab3f15957ae6447dfe0c3a005f3ea70 0.229060 -1
75a6b0fae8f2a13c7ea734258d70dfefb24fd34a 0.229532 -1
db7a752d6a4ab92c28957d8fa16299ec6ff2eb95 0.236416 -1
e95f046535a8e4a79ef654e0aed232676230ed17 0.237382 -1
c66938cb9327b82ea02f4312975e0f0bd754a023 0.238616 -1
dfae6998feb4919d59659d811b44b608454e3dba 0.256995 -1
49c5722e76073d36ebf40cd5b70540897c592e68 0.257919 -1
7d0f4147c1ae0c40edd3e12c5c5dbab1eb28c5d5 0.264767 -1
cf363bfe046b7d3d5dcf54171b0259e830915e5b 0.311065 -1
86782235f36b4a3cd58fa9fa0fc3d3118d9241ac 0.311822 -1
728b1231ce31cd65836958c72cf6ff366d7fe680 0.313535 -1
9952a642e46a2d17ca36d376efd62b00cf3d2286 0.346486 -1
e6114953f43028c246a1052e6efbf52aba062add 0.347497 -1
a7e011420e2c13ca0e56e443dd088ce95031ea4a 0.347982 -1
3a6b412e4da712dea873c48190a3f46806bd976f 0.366029 -1
b1345099d1732bb3efbe3222c93d8291aafc376e 0.367151 -1
36e9e8fe1d7977a45c71646ed67526959b6b7f84 0.375315 -1
419799045966cb118ebb857b42a65d3a4bdc1897 0.376338 -1
22f3500484fd70aaeef8f553890c05ce521214f1 0.378436 -1
0aea2d2253dd819a8bb40a796e57ee492316e513 0.396118 -1
abbcf3da6a1ae8ff2e54ca14e0bce7b51cc2cf27 0.396777 -1
d1347e5c94956039f73b9062d01693105df245ea 0.398913 -1
27ae358bc954ae351ef7864635c463ad597eee1d 0.408031 -1
4656b8be9b9d547eab4919e332e7974ba41c7b64 0.408846 -1
590fcf92fcbfa4c3c73b13098542504062c415cb 0.428259 -1
1c623be8eb857ba6fb78149e3533265dabe2b613 0.436956 -1
3bd96bcfd585552dcdae228bf91027ea3eb858c3 0.452068 -1
66ac1c6bb48d0bc525e209e2d260b1039a1d2fed 0.452711 -1
2da27990bbbe48c28f61363ef26d5be832c147a3 0.461864 -1
b579164976a71d289cd716e5cbb0233c914528ac 0.462732 -1
5c3a8547811b371ae6b35a24f3620c88ba76b4f3 0.463515 -1
50f9dcd188e6fede830a7975842e8b5b42ab6081 0.485659 -1
12cdbd25a9edbbc1d3b1abcc0a8c8a3a3eb908fd 0.496723 -1
ef0f666d6696c352b84b4e522e00dde0ad489db9 0.497609 -1
5d95a6f5f50d0601b8b1d25aa704fde3c3c7f06e 0.498578 -1
8ee99e5e22be746695c022d4f2735ea16206378f 0.499407 -1
5ff7d92e320093b1335fbc1daea62ed79aa70981 0.501431 5
4734181b65dbd97e624d9a8002cc2fa9b76363d9 0.573858 -1
c43edf82d9b4bb46570bb80d736498eb0da98b37 0.576059 -1
04855c040a78d4d1e4816a838357c9f30b975ad8 0.577331 -1
0453748841f51ef8a29c1b7c49ee44dafd76b8c0 0.577918 -1
88860dee88e86fce55e66d0b34f8f862f597fc4d 0.586326 -1
17d4ac4c89f9767d1526d59af2ac3c9d7d50086b 0.606984 -1
d096da5034464442bd4bc0abf5c188308b13e298 0.615400 -1
3945f1e20e706943b422c6c98d4b429aa861ba0a 0.616765 -1
916d419bcd2da8478ad4f1a514e94a2fad7f7fc7 0.617461 -1
f74de78f880a9769698f10fd255938ac0e8c00db 0.645940 -1
3e6acfe45fcd93454ca1bcb5d402a9eace1a8c2a 0.647255 -1
a3d1b8df0d7df2b9f5d2c582a94d2855bda16aea 0.655940 -1
55bd2082cf95afce5a90de917019d79f8565fb21 0.672242 -1
244f65e3ac833f6e38761a6e98391e01b0465e02 0.673712 -1
d5f85e84c94a1d3f564d44a69d500baade3659ee 0.682017 -1
d54f7e425292bae75b4ca4ac0a2ff28ba4b4af2e 0.682919 -1
a1ac3b82a87430ca08154b07cb001e30c7ce479e 0.683609 -1
5fb708a63e0c499ccd1dddcbefcde6568196a886 0.684426 -1
22c2ab65cf87e72e214da9cda5d1283b90f85659 0.690165 3
d813a35132255fcff6f36ffc0630e799d74b305e 0.730554 -1
0003eea4fa2fe5f4167d7f86714a847cecd5769a 0.732142 -1
94c7d24a22a5d337e7cb70e110706989a0b428c2 0.751307 -1
45a7e98d85f9963ed1a771b4aee5f51a90add41f 0.752088 -1
7d9d2e5a98fb80b03a5e284d4c5680c6ff0b0e58 0.767381 -1
f199b63dd864f927f9955629bec2ed52f0bcd3a5 0.768825 -1
3d8dff957b071b61bdd7899942a5d02b8e2b8311 0.770578 -1
d18dc23b3ffba5ace12457511d5b848ae1e624e0 0.776786 -1
1cab447ea9df3d81446a0d55717a9930e5c825a9 0.778983 -1
e08c2a5647540b9415d172b7b50c70d5d752f53b 0.799406 -1
35c60a13b29fa24989098083b037366a52f9f8ba 0.806491 -1
8787f8b135fbae5e99dfbaa6ea0a9a881f35256e 0.809088 -1
84447f8412c50bfd19ee804dd88b29a8217f15bb 0.827427 -1
f9608460ceabec7976d048bc7ce8e9d0f59a496d 0.828501 -1
e39bc0a01e435427bc98e804897b8a84fd2a4225 0.829883 -1
972617efc4cfaf9406b75a815404a16abb29c417 0.830600 -1
51fe63114ff9f9ee1e37511a47223c2de2b94c9f 0.838421 -1
01afc664536d7414977c39f018159420ebf63678 0.839495 -1
4644592b61535aa66236633385179466ac7b7f41 0.856225 -1
968d7f0a311b3a32131611c16cec24579d84ec66 0.857164 -1
cfc638d4158e8dc471ef752312231b4f09f501d0 0.865010 -1
c3d184e88c369270740d4e5fa48ff23f93129238 0.868185 -1
82e2160d6ccc90dd3b7689150f94e3fbd3756af8 0.884930 -1
72b2619e33f4e733b832dbcba8fcaba1ccfbdffd 0.885697 -1
6174ce369031aa92a3b00b391da99152ee3f381d 0.892929 -1
19347d25da3b447bebd7263630174301a1a99dcd 0.893639 -1
473ce6d6929e2085ff23e3cdae6cae1aaf5d2592 0.894761 -1
cb1892bc17e67f58054ddf6dab2cf112beba4c96 0.895380 -1
fff5d1856c93d735257d78194dfae5414af098a1 0.912247 -1
6b990fe1f3704fd357f0c6e12787b8f29f205710 0.913344 -1
d87664e388b286a3c250c3da5bec387529e561b8 0.914997 -1
ee57d703579a30c58b67e52341bb68164b8c6493 0.921634 -1
766b40c80646101c4426c897e4c0ad7d63df5441 0.924197 -1
affda10f503e244d64b8f790d55e93ec7a2f6720 0.942902 -1
f77b273496f39a5f6b38091c3cb0c1ae0f0b00a5 0.943607 -1
0e662eb26892b28e8f5c700692ee72fcbc9e437a 0.944754 -1
f5ed35a4251d6ba330f37279c6adab055f27cb1f 0.945459 -1
6fd33d7bffe4d193947fcbd725662d5c0eb40310 0.951669 -1
c592cba66c8d47bca00f751a4dc89c02d99d58b0 0.952343 -1
0f24d300f69149b04f6d89699a7791ebbaa55407 0.953622 -1
8ba4e16026f5c8494ed829b982895ccbcc050965 0.969595 -1
d952ba3921ed935e7618138e18c16a911a6f8b75 0.977336 -1
de4ab5d0f86efaf037c67d15e120198bdc9bb41f 0.978439 -1
48e8d0ab5b205845007f08542a678d3e9877849b 0.980160 -1
b86344237702553ed22fa4946217c0451979e3a0 1.000166 -1
7ced23d99abcfca26a49678b026252c58d6500b7 1.010219 -1
d7c569470e0c036861ec2d5da37e254962393d8f 1.019320 -1
777b740b342d34c862f01de5aa005310708db6f9 1.020351 -1
a2d7abf458673031687534a28a238b1267ec0801 1.022163 -1
ecfda70cb14932bd5e013d5fb78a3dc5fdd1472d 1.043447 -1
a4ae76bc6a4077b6e4c2db6fd63869c62f834b42 1.049487 -1
0cc656625df26fa4d1e4eb6dd42c41aeda162aef 1.065946 -1
5c8ae6e1df9eda19d6a7a6a7190f0aa372f8e175 1.070061 -1
f98aa4cf7462bcd935379a419841a78a7e93ccb9 1.070974 -1
1cae6852050ecc4c370c8efe9d8299a1e5b6b63a 1.077625 -1
99ba48e3060e300a7cc06e434a6e7d0c1632e199 1.079231 -1
d9c43ee57d2b6a4d7796deee8093507c774d4436 1.080889 -1
809f6cc66e2e6e8c589cba534172b3c92c2bef8b 1.097177 -1
27cdaea3525d477181aaed3f2c3c1e6bf48d9ede 1.098616 -1
356520df44053288ef93cdf8a4903373f4ebbddb 1.106340 -1
f070d195fe44768803a86864d1e18133ff7bb820 1.108861 -1
365c5cd19c30be16cdbb5e0de85f95398680ff5d 1.125943 -1
50e84de64251c010d0197300a66b45c371d2b757 1.134076 -1
e9502561003d4b6f71500d9f564226fee1bd55cf 1.135492 -1
a265a7fc7e3707a44531aae4ea23fa28ac859e92 1.152997 -1
2804194e94d56cdbf11bd8d80d956c672e8cdbfb 1.154741 -1
edda42c968b72bcd259e9e61d6affaf3d1daba49 1.163052 -1
1ec63be8990f79bd2fe0622564cc25602f04bcb0 1.182908 -1
a8b5b4d1dc0345e4b231f2dcc4d5e6795284391c 1.190187 -1
e63fad5463fc909c7b591cc9a7363e28f90b8c2e 1.207368 -1
f5bab8e4bb141b1188206441ee358192a779a109 1.218193 -1
7da0f0af4c342dfde44f805db7dc40761166084a 1.219241 -1
7bc0e6df7730a2eebdc152ecfc790547e4b35751 1.220240 -1
0faa7f9b1015600bab5f76276c98adbd7d751b02 1.228852 -1
3d1aab6781114a21f5a26d426a731ed5f55ee164 1.229788 -1
0816d562562b61cac0f047fb21829da508d21404 1.230467 -1
24e208310ecae2fdaafed0be8fa1f7027b67e07b 1.231752 -1
917fb2ff8e8bf8883a7aa21138d7fafaaa848eaa 1.253682 -1
3c567eb5be6acc5b5eb8da04f729ac18c08488b3 1.255272 -1
6c4c25da7b288408d6adb21e45f291f84e52563d 1.262838 -1
936e341d17b30f6ce906bb8b3c967672d285834c 1.264161 -1
60d8de13a7a130c3c7c5aa4aa6137cd67907b107 1.265134 -1
9c31f23b0c4df857ba8093c938c00b101765a7e6 1.281104 -1
d7a5bb8ba17fcad7d8a6cf63cf0028ad08d99e5b 1.289557 -1
cc400d1769ca42137a392183f0e0ae9659226733 1.290481 -1
048e4525c36bda4eb1cd0fabcef7166ad2c12328 1.308134 -1
3ffcb5c609b4d3e2ebe6863ab1b4e696895d91ac 1.312126 -1
c68c27711d9f8a85da17d8f5cde995bebe42e42f 1.320451 -1
0d866ee3a52627125dcc3e617e656f88913a4406 1.321721 -1
58ec878bd1ae6b3d65c8f5b0156c2e1fefdc7d56 1.338698 -1
54d7bc27a0df426cebb3fe3b15b4c445c49f6490 1.340889 -1
8bf29d82ec28b0d086f7a46806b7c2b87cfcba48 1.347273 -1
07f1556a2cb43608b9425ca12c22d99f56a3bfd2 1.348578 -1
cac03bceb120637d2711498518d676d242352743 2.622973 8
3981b49e0d53455f66b9aed094a55471c6f86007 3.732681 10
f185a2e1f9bf700f620af647f00d9ee22eb71f56 3.918645 10
94ece366f2dc32d42aa8392c23891a979b47e1d6 3.934134 5
8c5b0445bbb8df98b4755dd8bc95866b01889f8d 4.168134 8
b49bc3b257ae2a15d1db6c07fbe1d3aa6b2273fd 4.199864 10
3efdf890db1483db5e686ca7270b7a6246c2354d 4.797174 10
15c7ec72dbc7be58be23444eed3f45de910b1544 4.918540 3
75e8607c8d4aa4c55babaf096b483661447ed797 5.553058 4
4bbe8631bed3c53e23e63f517aae842ea15a2783 5.597311 10
1d58b538d46a05db08abb93d2234666aa98df96e 5.737449 8
9574ef6110963e4f00c0e560930ba13d57b7c9aa 5.853352 10
187ce3410863cff607f3995cd5b8c53f482b1daa 6.033716 6
3e36f8649c037c95cd7e44a5d05550b6e2e1ba50 6.089639 5
91182e2a0a3aa97ed03c1fdea8144e45b10eac19 6.490837 0
0de68a6ed881aeef8654929a719aefa2f621c164 6.711520 4
5f0d0eb32defeb5fbc77811486615cba15bddd14 6.845179 0
db56c9462c0ecfd912e71b4de0de9cf1d2a1e6e1 6.910820 10
7ce1f1128632d71e4152905eb6bdc9e0ba645649 6.934502 6
c3ceb1953212dcbf2ed9c61065d9ad02ae75525c 6.973320 5
d484db3cde4dfec4742e6fee02f8fdabafc26ee0 7.086637 6
3ea21f237a4b1f09725d304d7ffe683c1eb05b5b 7.269130 4
63dd0f4e55e47bd59a44771be64d2d95c32ce8e7 7.623662 8
4fbc2af23278bb8e963c65b8c92d357d4077213c 7.813060 0
c328d2f1230861d144c56c0504eb84f631d114ca 8.096667 8
58c0726f32e142700b4a038a58a5ec6442d779f5 8.233850 8
a3d0c5fa2fe859ce60d5d0af8f381a3a2da7d0fa 8.268434 6
f65718793659af06ab5207976a92f85b89a78ea7 8.554753 10
f5a8b45a46f9777c419ee92df1d700cd4417e7b8 8.587532 4
963d67b83a0a27dfb0bce11febaaf61c85720da4 8.710012 8
5bd0a4f44d3aad2955f6f84a49b69f97dc4bf1d1 8.919889 4
1c95bc8b5ea978c8f379e92de933d9c477a098c9 8.958943 4
7887b38b6d8e3ba8fa7182b78a1772e76d691022 9.080778 10
04b758f5469d1ba09f73a5fefc26c05b13852b04 9.194984 8
295acb75daac5c3ba19d4d893acbc7d53be809e3 9.252358 6
ac194896ed1e8109979a21b6a050883a3189613c 9.253841 6
128bcdd923640d0fccf90f5349753bab1b3ad3d3 9.254407 6
5e89b541fcd5b8f736dfe7e1d464a785cd5ce0aa 9.333000 8
89f148ebc1dc8521332ff83987021f3575b71bb8 9.476004 4
e52753c7bf88f7d56ad96dff0f54eaf10ea26c18 9.672261 10
33aef01956c3a8faf054e5cc8a84dc97586ad5b7 9.698708 6
c48b3b0499e7bb1c942372be093a7be44bb5e447 10.038235 10
efeeb530159b695618b4705015a177e84e421702 10.106547 8
0e35c73652e11f8a02f4cd2c2f1301cad286b2f1 10.196193 10
2037bb28b6cbb2436da2fa437efa97e8898ab101 10.314138 5
83dfdf03ad177b58f4b719c4ae0d5f60b1c23073 10.448289 4
abeadd346d82ff26e240d8eddb39dc1ca3cf754b 10.556421 3
eae9a5717c801376da5f73d1f5bba38d867048f2 10.912009 6
8790ff8036574f296804411a53b738d3f9a9ea5e 11.148618 0
ac2e718ba088016602f3c06be6afce8c26fb7e22 11.249586 5
7e1638370984ca89403747a76df33d2f6485570e 11.406958 6
cccfaca541b63fecfc7ab48bf64b3e4935281c35 11.648529 6
957fddaeb9b77d8e9090a9ddcfe992f9ecb922f1 11.880957 3
2c264c2738f362436920d9ef59be4cef7ca648eb 12.078787 6
f2d1dd651b9a706b242184b64c557de820cae9a7 12.200990 10
78c1b975c9db482e5d86238222257a344872c695 12.227614 5
d8607ed9e28a8f65d7d76b358655b215d2ed9b7c 12.311754 2
ed68e7602248caa455094e01a329630260b0f30b 12.332373 8
7be924b8be7d86e08a1b94b1f820d341305f5462 12.334588 8
f8a162c8334a69f72f82be68be65870dfb295930 12.389848 0
3eec3fd4fbe57cdf1e10bcdefa8676d0834abac9 12.666366 4
66eedc627bdbb0bbc0bcb023fe004792affe5932 12.724954 5
f8c668bf8c08bcf6e7db061c9f2453a8ac8ffc82 12.738316 2
2661b56e594be392f307754e0692a1f8e6a81da4 12.893716 3
109e31f207aa926a04603b3a5651baa4a9ea0f98 12.942358 6
a86a7e95b837575bcea0c4dc4d934c58fbf3b7f4 13.067313 2
538d3eae8b5a67d815719cec30a69d23b3a10e37 13.183647 2
9d79beb83dc29662ab20ec5a12447e17cf04325e 13.566477 10
a48b4ceb37f0ecc5204d4ee946aa8972a69b03f4 13.759095 7
d641bf498e53372710473ccab1132f0a0ab103e9 13.889311 8
16bb51a654cd6aa57e1c9e564fdedaea859aae75 13.989811 8
6010d616ca4f92775c78905aa91bff496d77c7d8 14.166220 4
1d41143eb90c27bd05b8a78fd75f81f0d38058fc 14.972232 8
8114f774dccc29e2de4b26b812a30bfbe7e5dba0 15.070286 10
475587f47a6085a4f99efbaaa18219a6d265e464 15.252100 4
b95c62f7177afc9b4b26215c1e279791362dc462 15.324421 10
66a09797b924b9d51a3ee159d56c77f0779ff615 16.377704 9
d7f66786c8deaaa5d79bcb836b8251b6324f6225 16.485604 3
6a1a2209302ad4337038dee79e6ee40d5e35aca7 16.990543 2
ac15cbddd398269eef00e5cfc36b70adbd7eeea6 17.032291 6
e9333f10a5b42664f73276ed50852ddf08ed9ebd 17.097011 5
b8b65e91d6624cfb5ea1f5fc0a719c9ad8ba68e8 17.113164 3
e6793aa0823bd540d21d0d9485fee66d27c54163 17.142668 4
362038b1e6d5123787330623385dad1a6d90c958 17.272451 10
9a86bd096b696324211a1850c1d665bc00c6ce9c 17.672794 10
011ea0da1d37624580460007f9390d9e4afea0c1 17.691277 4
19a12e0c262dd519574d7bb3b7ed69f9154ed4fe 17.745659 7
ae6e16fe395facfdd67cb3786c9652d0d67a13d6 17.820504 3
49abb6f5271e60cc066e51c92cb08b6a69e833aa 17.846743 9
8c469e793a2c7b5f2f545bfdf4cbd0fe5b610ef6 17.951679 3
cc0b82d6dd32cbb6f7def690b08c6b2cc5823e50 18.791372 5
218e85b59956e87b0206e366006573f14cc1c78d 18.913460 0
5b613fc5a9c17d183ed022472d5c3038f6868bc0 19.155788 9
1e1a7247f83c564c873ec184235ee83163df6862 19.171781 3
76b799c611f483e58da45148904af9a1c9835285 19.408767 10
713dd166ba2414ed7b6d16f00bcba65d0fcb817e 19.484760 6
445647f26c42372c736497e6a123270d823d55df 19.743504 2
d22202861982d5dd87635ff569c868bb22e3c0db 19.952905 8
228aed34486b371e793125f9ecd381cf052a8fe8 19.961225 8
71a14d64f80c7f087a4602c9d2df1982a8ec6069 20.160328 7
7bc33f543f1844caaa22d177504cba7fa23d0d9e 20.161488 7
4a0521436be7369566d31ebd41bdeb8a3cc6216f 20.553504 8
02b8dafc6b34a63e4a0f6b2cfd123063bab0fcfa 20.585844 0
65e95d8f53b1a92238756bc102d1712e6c64038a 20.759962 10
33391d75e6a4102fc50e40e51a37fe1685ac5a3a 20.847001 4
3c319e11163922a6360cfde2f5e474b0e16c1163 21.106018 3
922a4315b9e9e953073dea8a45fe30de60f3b347 22.129268 10
bd8bf9076cbf1359ac0c2af7d970ae42849e093f 22.314431 2
3c353ee933dcd8510a40d549a1d649413773209e 22.809236 6
93875d377abd78d9bb0c323356f0fc8a7af8c466 22.953087 3
ca087bd4ffad4397c0eea28ddf4e8a272c80e963 23.264025 10
af64cac69518e1739897da0e82300de9bb9c38dd 23.394363 9
610995bc6f127083e469732715cfd13d2fbedd27 23.427148 9
17d3eafd5c0a33df99625dbd6aff5bb08f8fabb1 23.427934 9
3b7feff9bfd3a9b6cdb7a4fd7eca0cbee63bbb48 23.657526 2
b53ed549e175445956b54d9359d3df64b0e346e4 23.753049 0
1e90531b742ed66112f8e36c28717e810c7e0b9a 23.850985 6
45f56c1f4a82d2aea9b48ef9cb788fbf3ad6b8fa 23.883154 4
ce2189359bd5c3324d2d03102798405ab3aff104 23.973650 7
91177951c833b9e3ef2938c710d63c20ed282e17 24.033285 8
60fdd3252643b2c499027a08566e8f4bca27b208 24.099357 9
3ec128102be7bb8985460d7e97bbbf08e0094bbe 24.131732 6
ce9b15adc92072b0147710e312d16ac9b9cf1de1 24.296475 10
f0532605000c0bd3630c9117dc3b1db329ba651d 24.595433 4
193fe53ae3866b55f6445762d08d682bac41e00b 24.661732 5
ddbfb6fb4294b1cbca6c78cb248babaafdf79104 25.368024 2
29e6390be79e062652d4ddfb8f0425e17ba794db 25.532620 7
7ce8069ecaa2d2f9f5d229d85077799cc310decc 25.870336 2
8392a9267108102c47c50248a4d554e17152d4bb 25.997136 0
29836c6127917c912826bc28885d62213c715b15 26.063818 10
f9230b0cb6a900378df7f5d55a7bc2e8f6c5499b 26.124254 3
e2c42ff09ea06f0b15dd47654c1ac58920879257 26.221519 8
f1292275cac9a2bbae67edf61a57fc221d9b5cfb 26.635777 7
1ab87f8a38f54a5cedf8644b24191d6a2ddf39cf 26.679809 5
7ef72d45493cdb968cb842398fed505c12b056c8 26.866592 10
1e8e898e4df860781023bfd5c7deb1b027d5ee86 27.286328 3
5ba548bd828a408a05a1f4eb0ac644543bdb78fc 27.482533 10
d0ca6f1f40270053b3b318ea2a6a69dacf6443d6 27.589739 10
78b4c4b87c2b4c98abac92ec9c24398a51b5de3a 28.070681 6
be9c95ce29ae457c2f5195ecbdfde15f14afaf2e 28.129069 10
25f1403719599247d5986126ec709eda85e2e8ad 28.155818 5
7599a19e7b7aae2a5f2dcae3e2ccee666d7e7010 28.179625 6
11a6f61f2700e819465ac28363c8f1f6cc7d7cd1 28.602568 3
c2325bfb4d62ba72c63dc2d49485456c395fd937 28.715355 10
868f1bf4786f4cc2acd2a04f1a68b2761d0283d8 28.785738 2
03acdf1ea8c5108dc5a0ddce7d9e29900995a5af 28.793147 2
27059c621f9e1f08de22bf6a10d49cb20673446e 28.926011 10
806a6621c4ea9924e3082f83a40e1cb749f6eef1 28.967683 10
89d64bab26220161634c126f57bc379441730aa7 29.003304 3
d046182cf5318984fd028abcf7acd0a66f79cc5d 29.138606 10
49d047b89bd585990cf1b9ba0e4e0bf97044f168 29.233360 7
319cb92bc4cf2420bd19476be5e6f55312afd2ed 29.240860 4
278c5bca66bbc29d87b93fc753ccd6472da504bb 29.290271 10
0ee4130a3d6cdd1ffad95827a50ab390ed690cf5 29.454426 3
42249c8fa70fb5ce2cbc1334308c290844f357c4 29.504142 3
2e8288b33e2b5a038afae10a49c43874f1ddfae0 29.859492 9
571c4998f3dc6d0e8141d4aa00b34ccaa3e5f000 29.949068 3
ab47fc76a31980518a57fff09eb9b001ac633137 30.084974 9
5c231d73a431aa52420fc87a31ef6a7d877b59f7 30.192061 10
e4d23b7881e74bdfaf09c3a1cb773760e981d07a 30.325110 4
